528cbd848aaab36008000003,umesiso,false,道路脇や公園など、名古屋は緑が多いほうだと思います。しかし、道路の雑草や植木が伸び放題になっていて、処理が追いついてないのだと思うことがあります。草木が伸びると自然というより、周りの環境も暗くなりがちです。また、ゴミや犬の糞なども多く見られます。快適とはいえない、道路の植木（木々）どうにか市民の手で環境を確保できないものでしょうか・・
528cc9588aaab39c38000006,umesiso,false,http://www.city.nagoya.jp/kurashi/category/15-4-3-0-0-0-0-0-0-0.htmlこんな事もやっていたんですhttp://www.chunichi.co.jp/article/feature/cop10/list/201012/CK2010121902000139.html
528cd02c8aaab3ee08000011,それいゆ,false,umesisoさん、早速サイト見てみました。ナゴヤが「高さ１メートル以上の街路樹は１平方キロ当たり９９１本と政令市でトップ」とは知りませんでした。確かに緑が多く感じるのは、そういう状態だからだったんですね。ただ、「街路樹文化の発祥の地ナゴヤを目指したい」と言う市長の発言は、3年経った今どんな状況なんでしょうか。
528d4c628aaab3ba54000011,点線横断,true,街路樹の話題が挙がっていますが、名古屋の緑、緑化、緑地に関して現場、そして現状に対してのご意見はありませんか？
528dfe608aaab3927d00002f,umesiso,false,他の地域では、街路樹オーナー、パートナー制度、また、積極的なボランティアによる清掃、また、犬の糞対策では、大阪府泉佐野市が罰金（警察OBの雇用）などあります。台北では喫煙の写真やビデオを撮影し通報すれば報奨金がもらえる制度もある（罰金の数％）ようです。このようなものを組み合わせるといい気がします。街路樹がきれいなのは、道もきれいにすることであるかと思います。
528e00a68aaab33904000045,よこた,true,街路樹や歩道の管理に市民が参加する例は、他地域でもたまに見られますね。市民参加での緑化と保全に関し、みなさんの周囲で実践されている方はいらっしゃいますか。ご意見お聞かせください。
528e012d8aaab3390400004a,点線横断,false,街路樹オーナー、パートナー制度おもしろそうですね。詳しく教えてください
528e07c38aaab356d8000012,umesiso,false,神奈川のパートナー制度は寄付金を募り木に表示板等をつける。そのお金で樹木のメンテに運用。樹木オーナー（表示板の付いた木々の植樹
528e088a8aaab356d8000017,umesiso,false,ちなみに、町の美化や公共施設のパートナー制度もありました。名古屋でもボランティアさんが公園や道路の掃除をしていたりしていますが、登録団体表示があると、どの公園で誰がやっているのかわかりますhttp://www.city.saijo.ehime.jp/khome/shimin/machibika.htmlhttp://www.e-rumoi.jp/rumoi-hp/03gyousei/16toshiseibi/partner/seidogaiyou.htm
528e19188aaab3346c00004e,点線横断,true,ファシリテーターです。umesisoさんパートナー制度の事例ありがとうございます。市民が環境美化の観点から一緒にまちを見守り、まちを作っていく制度はいいですね。市民が参加できる自然保全の活動などは、名古屋ではどうなのでしょうか。どなたか、ご意見ありませんでしょうか？
528f41958aaab36a6e00001d,umesiso,false,町内会での取り組み。後は各区の土木事務所で公園愛護会というのがあるみたいです。本当にそういう組織があるのか、あまり知られていないとおもいまhttp://www.city.nagoya.jp/somu/cmsfiles/contents/0000037/37366/A4kouennijikannri.pdf#search='%E5%85%AC%E5%9C%92%E6%84%9B%E8%AD%B7%E4%BC%9A+%E5%90%8D%E5%8F%A4%E5%B1%8B'　　　　
528f41a38aaab362b800001c,umesiso,false,http://www.city.nagoya.jp/ryokuseidoboku/page/0000011428.html
528f57228aaab38af3000031,よこた,true,umemisoさん市内の情報もご紹介いただき、ありがとうございます。7割ほどの公園で、公園愛護会が活動しているようですね。でも高齢化で解散の可能性もあるとか...活動会員を増やすことや、新規に愛護会を立ち上げることは緑政土木局も支援したいようです。「あまり知られていない」のが、課題なのかもしれません。みなさんは市民参加の保全活動、参加したいと思いますか。
528f592d8aaab36a6e000022,umesiso,false,はい思います。私は思うのですが、子供会と絡めるのはどうかなと思いました。何も祭りごとやるだけが子供会ではないのかと思います。毎日使う公園を家族で守るのもいいのではと。子供がいないのでわかりませんが。後は、散歩をする方（人や犬も）。結局は、町内会等でまかせていると高齢化や、閉鎖された人だけでの活動で終わってしまうんですよね。これはどこにでも通じる話となりますが。私は公園だけでなく、道もこの活動を増やしてほしいと思いますが。
5290345b8aaab362b8000055,umesiso,false,大きな公園なら、複数の子供会が、家族であつまりメンテや掃除をする。（トピズレしてしまいますが、そこで、子育てのこととかの情報交換になるかと。）また、次の週は、高齢者の集まりとか、次の週は・・・・いろいろあるかと、犬を飼っている方から情報を交換すれば、どの犬か分かって、糞を放置する方も分かると思います。その情報を行政にあげて、糞を放置する人には行政が、過料をとるような仕組みをつくり、そのお金は公園や道路のグリーンのメンテ代にとか。パートナー・オーナー制度とあわせると。。。どうでしょうか
52909f718aaab364930000b8,よこた,true,なるほど、公共空間の管理に子供会が関わると、子育ての情報交換もできるし、メンテナンスに手が回るし、子供の教育にも良い影響がありそうです。新しい方々がどんどん加わるような体制だといいですよね！他にも、公園管理の活動に参加してほしい団体のアイデアはありますか？
52916be68aaab3b587000059,umesiso,false,例えば、市内の公園マップをウェブ上で表示するようなツール（この辺は詳しくないので・・・・・）があり、そこで、公園や道路の愛護会が行われる事を公開していくと、分かりやすいですよね。ボランティア保険だけ入っていただき（数百円/年）だれでも参加できるような取り組みがあるといいです。今まではどんな愛護会があるのが全くわかりませんでした。結局閉じた会でやっていると、衰退していくのだと思います（現状がそういうイメージなので・・・）
52920b278aaab3c483000109,点線横断,true,公園マッピング地図、よいアイデアですね。ネットで情報を検索することが日常化しているいまの社会にマッチしている方法ですね。そして、情報を幅広く公開することで、情報を発信を広域的にすることができますね。
529333f88aaab3270b000001,umesiso,false,まずは、そのマッピングで、広く愛護メンバーを募るのもいいと思います。後は、小学校などの課外授業で、公園の掃除、生き物や植物観察とかと一緒にやれるといいかと思います。高齢者の施設とかでリハビリとかには使えないですかね。でも付き添いなどがあるから大変でしょうが・・・目の前の公園とかで、お花の手入れぐらいはできないですかね・・・
529338478aaab3f64000001c,umesiso,false,ボランティアの人が、子供たちに公園の自然を教えてあげるのもいいのではないでしょうかね。
5293394f8aaab3f640000021,よこた,true,いいですね！小学生や他の団体が公園に来るときに、愛護メンバーの有志が一緒に参加してくだされば、公園の清掃や手入れの活動が広く知られますし、保護者の方の参加機会も増えるのではないでしょうか！
5294b9d78aaab33a4700002a,こめっと,false,コミュニティ・ガーデンのように、地域の人が管理する公園や空き地があってもいいかも！地域の人たちが集い、楽しめるような空間。一石二鳥では？
5294c5048aaab3246b00004c,umesiso,false,いいですね。身近な小さな公園をそういう場所にしてもいいかもと思います。結構公園ありますよね！
5294c8198aaab39d2d000026,点線横断,true,地域の人たちが主体的に作り上げる公園や空き地がある、コミュニティガーデンがあるまち、ってちょっと素敵ですね。そう言う場が、みんなの学びの場やつながりの場になっていくと、人と人をつなぐコミュニティができあがるのかもしれませんね。
5294c94b8aaab39d2d00002c,点線横断,true,少し前にumesisoさんがおっしゃっていた「公園マッピング」とも連動していくと、市民レベルで緑の空間を守っていけそうですね。
529616218aaab37b0a00006d,umesiso,false,中国では、朝みんなで太極拳を公園でやったり、健康増進の遊具があったりと。日本ではあまり見かけませんね。近くにある公園を、高齢者の集まりの場として、公園の整備活動に参加することで、健康と美化、コミュニティがうまれてくる気がします。子供と、高齢者の集まりは地域の団体や学校や施設で。そして、元気な大人や若者はネットを利用した情報で集まれるといいですよね
52961acd8aaab39d2d0000a0,点線横断,true,そう言われてみると、公園を身近な場として、普段使いしている感じがしますよね。日本の公園は他の国とは、“あり方”の意味が違うのでしょうか。
52974e9a8aaab33a4700009a,umesiso,false,公園というと、子供が遊ぶというイメージになってしまっているからでしょうかね。健康とか、余暇とか。外国では座って本を読んだりしている人もいますよね。やはりイメージを変えていけばいいのかと思います。
529766da8aaab37b0a000097,点線横断,true,このスレッドのはじめので“緑化保全”に関して意見交換が行われていましたが、都市空間の身近な自然を保全する場としての役割も持つ公園を、市民が身近な場として活用できると良いですよね。公園を拠点として“まちづくり”できる仕組みが市民レベルであると良いですよね。
52976b4c8aaab3246b0000aa,umesiso,false,そうですね。自然や四季を感じながら、毎日の生活ができる。本当に近くにある小さな公園でも、そこには自然があるのですよね。そこにコミュニティをつくれば、自然とコミュニケーションが一度に解決できる取り組みだと思います。健康増進にもつながりそうですし、市にはそういうことができるようにしていただき、公園愛好費（小額寄付）＋ボランティア保険、木のオーナー費を、各自かければいいかと。遊びに来る人は、当然いつでも無料で参加です。
52976dc68aaab39c970000c5,点線横断,true,umesisoさんが以前おっしゃっていた「公園マッピング」構想とこめっとさんからの意見の「コミュニティガーデン」構想が展開していくと、自然／緑化保全から人が集まり、人が集まるから活動する目的が増え、普段使いの公園になりますね！合わせて「オーナー制度」の導入もいいですよね。最近良く、農地/棚田などでオーナー制度を導入している市町村が増えてきていますし。
529895808aaab3246b0000c2,umesiso,false,身近にある公園なのに、もったいないですよね。子供だけでは。公園デビューとか、小さいお子様持ちのママさんだけのものではなく（笑）地域の人があつまれる場所。身近な自然、緑、交流。いい場所ですね。まずは、一つの区に数個ぐらいをテストで取り組んでみるのもいいかもしれませんね！そこからだんだんと広げていく。やってみたいですね。
52996e688aaab31740000010,umesiso,false,最近、遊具でも健康増進のためもものが出てきました。もし、老朽化で新たに買い換えるならそういうものが必要かもしれませんが、まずは既存設備で十分です。寄付なら別ですがね。設備投資に税金は使えません・・・http://www.city.ichikawa.lg.jp/gre05/1111000054.htmlどこにでもある普通の鉄棒やうんていがあれば、ぶらさがり健康法も手軽にできますhttp://kenkoubiyou.blogspot.jp/2013/11/blog-post_1527.html
5299a32a8aaab3b111000011,よこた,true,そうだ、見たことがありますね、どちらかといえば高齢者向けの公園遊具（？）。結構お高いものなんですね....
529afd278aaab3a50d00004f,umesiso,false,区によっては、区の体操があるようです。知りませんでした・・高齢者向け？？に展開しているイメージです。http://www.city.nagoya.jp/mizuho/category/112-4-10-0-0-0-0-0-0-0.html内容はよくわかりませんが、コミセン等でやっていたら行くの面倒だから、近くの公園だと便利ですよねまた、取り組みとして、テスト運用で公園のトイレなどを地域に任せているところもあるようです。民間でやるよりもかなりのコストカット。
529b61d88aaab379cf000087,点線横断,true,【集約のお知らせ】ここで話し合われた「環境保全、緑化保全」そして「市民活動」についての議論は、改めて【論点まとめ】へ集約しました。
